鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中壢區,房地(土地+建物)+車位,松信路1~30號,15.25,都市：其他:商業區,,,1091111,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090817,164.5,3,2,2,有,有,9600000,61929,坡道平面,32.09,1400000,,RPWNMLSJJHGGFBH38DA,81.88,0.0,8.35,有,
中壢區,房地(土地+建物)+車位,松信路1~30號,10.73,都市：其他:商業區,,,1091114,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090817,123.78999999999999,2,2,1,有,有,7680000,69668,坡道平面,30.49,1180000,,RPROMLSJJHGGFBH97DA,55.42,0.0,8.08,有,
中壢區,房地(土地+建物)+車位,陸光五街1~30號,31.62,都市：其他:住宅區,,,1100112,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911114,213.10000000000002,4,2,2,有,有,7700000,36133,坡道平面,0.0,0,,RPURMLMKJHGGFBH08DA,114.0,0.0,12.9,有,
中壢區,房地(土地+建物),新生路301~330號,5.4,都市：其他:住宅區,,,1100112,土地1建物1車位0,一層，夾層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880917,43.83,1,2,1,有,有,13000000,296601,,0.0,0,夾層;,RPQPMLNKJHGGFBH57DA,34.79,0.0,5.31,有,
中壢區,土地,五權段211~240地號,12277.0,都市：其他:農業區,,,1090927,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,131866920,10741,,0.0,0,34-1條案件,RPVNMLNKJHGGFBH87DA,0.0,0.0,0.0,無,0017
中壢區,房地(土地+建物)+車位,青埔四街151~180號,34.2,都市：其他:住宅區,,,1091012,土地2建物1車位1,十一層，見其他登記事項,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081017,187.06,3,1,2,有,有,15970000,90748,坡道平面,28.71,1600000,,RPOPMLOKJHGGFBH47DA,86.22,13.3,8.58,有,
觀音區,房地(土地+建物),新富路691~720號,133.05,,一般農業區,農牧用地,1100113,土地1建物1車位0,全,二層,透天厝,農舍,加強磚造,0770127,224.4,4,2,2,有,無,7500000,33422,,0.0,0,未登記建物;未登記建物;,RPSSMLTKJHGGFBH68DA,224.4,0.0,0.0,無,
中壢區,土地,興南段興南小段181~210地號,341.49,都市：其他:道路用地,,,1091219,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12800000,37483,,0.0,0,包含公共設施保留地用地;,RPURMLLLJHGGFBH08DA,0.0,0.0,0.0,無,
中壢區,土地,豐興段211~240地號,12.73,都市：其他:,,,1091113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1369238,107560,,0.0,0,,RPQNMLOLJHGGFBH57DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,147.58,都市：其他:,,,1091118,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15870866,107541,,0.0,0,,RPSNMLOLJHGGFBH77DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,7.52,都市：其他:,,,1091113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,808198,107473,,0.0,0,,RPUNMLOLJHGGFBH97DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,107.19,都市：其他:,,,1091119,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11188295,104378,,0.0,0,,RPWNMLOLJHGGFBH18DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,200.27,都市：其他:,,,1091119,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21535990,107535,,0.0,0,,RPOOMLOLJHGGFBH47DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,268.71,都市：其他:,,,1091110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,29065511,108167,,0.0,0,,RPQOMLOLJHGGFBH67DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,881.14,都市：其他:,,,1091112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,103090100,116996,,0.0,0,,RPSOMLOLJHGGFBH87DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,388.65,都市：其他:,,,1091118,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,41794713,107538,,0.0,0,,RPWOMLOLJHGGFBH28DA,0.0,0.0,0.0,無,0018
中壢區,房地(土地+建物),元化路271巷26弄61~90號,37.5,都市：其他:住宅區,,,1091211,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680113,96.69,3,2,1,有,無,5100000,52746,,0.0,0,陽台外推;,RPPPMLOLJHGGFBH67DA,96.69,0.0,0.0,無,0026
中壢區,土地,豐興段211~240地號,97.03,都市：其他:,,,1091110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10433850,107532,,0.0,0,,RPUPMLOLJHGGFBH18DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,325.99,都市：其他:,,,1091111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,34643074,106270,,0.0,0,,RPWPMLOLJHGGFBH38DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,41.81,都市：其他:,,,1091111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4443580,106280,,0.0,0,,RPOQMLOLJHGGFBH67DA,0.0,0.0,0.0,無,0018
中壢區,土地,豐興段211~240地號,15.62,都市：其他:,,,1091113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1679724,107537,,0.0,0,,RPQQMLOLJHGGFBH87DA,0.0,0.0,0.0,無,0018
觀音區,房地(土地+建物),文化路坑尾段339巷151~180號,70.0,,特定農業區,甲種建築用地,1100103,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0820811,197.81,4,2,3,有,無,3800000,19210,,0.0,0,,RPOOMLMLJHGGFBH27DA,179.65,7.24,10.92,無,
中壢區,房地(土地+建物),中正路181~210號,126.0,都市：其他:商業區,,,1091208,土地2建物1車位0,全,三層,透天厝,見其他登記事項,加強磚造,0590519,345.86,0,0,0,無,無,36500000,105534,,0.0,0,,RPPOMLMLJHGGFBH37DA,345.86,0.0,0.0,有,0031
中壢區,土地,興和段541~570地號,428.63,都市：其他:綠地用地,,,1091221,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7776000,18142,,0.0,0,農作物;包含公共設施保留地用地;,RPQQMLMLJHGGFBH67DA,0.0,0.0,0.0,無,0032
中壢區,土地,中壢埔頂段1561~1590地號,131.0,都市：其他:住宅區,,,1100110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9500000,72519,,0.0,0,,RPURMLPLJHGGFBH48DA,0.0,0.0,0.0,無,0033
中壢區,房地(土地+建物),龍仁路1~30號,8.73,都市：其他:商業區,,,1100112,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830321,74.94,2,1,1,有,有,2900000,38698,,0.0,0,,RPSOMLRLJHGGFBH18DA,56.65,0.0,9.58,有,0034
觀音區,房地(土地+建物),育仁路二段340巷1~30號,80.59,,特定農業區,甲種建築用地,1091231,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1090115,183.21,3,2,4,有,有,8600000,46941,,0.0,0,,RPQSMLRLJHGGFBH38DA,169.14,0.0,13.44,無,
觀音區,土地,育仁段691~720地號,4004.0,,特定農業區,農牧用地,1091228,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13800000,3447,,0.0,0,,RPRSMLRLJHGGFBH48DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物),自強一路31~60號,13.99,都市：其他:住宅區,,,1100101,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930915,107.71,3,2,2,有,有,5500000,51063,,0.0,0,,RPROMLSLJHGGFBH18DA,75.82,1.28,4.2,有,0035
中壢區,房地(土地+建物)+車位,後寮二路201巷1~30號,10.22,都市：其他:市場用地,,,1091203,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911230,107.94999999999999,2,2,1,有,有,5000000,46318,坡道平面,30.53,0,陽台外推;,RPSOMLSLJHGGFBH28DA,49.64,0.0,7.9,有,0036
中壢區,房地(土地+建物)+車位,青埔五街61~90號,28.92,都市：其他:住宅區,,,1091222,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040822,163.36,3,2,2,有,有,12000000,73457,坡道平面,0.0,0,,RPQPMLSLJHGGFBH18DA,79.1,1.44,7.66,有,0037
觀音區,土地,崙尾段1261~1290地號,249.38,,一般農業區,農牧用地,1091108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1400000,5614,,0.0,0,,RPSPMLSLJHGGFBH38DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物),永清街553巷31~60號,143.29,都市：其他:農業區,,,1091113,土地8建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1021024,312.83,5,3,5,有,有,20700000,66170,,0.0,0,,RPOPMLSLJHGGFBH97DA,278.86,17.15,16.82,有,0038
觀音區,土地,草豊段31~60地號,432.09,都市：其他:第一種住宅區,,,1090913,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21560000,49897,,0.0,0,,RPQQMLSLJHGGFBH28DA,0.0,0.0,0.0,無,
大溪區,房地(土地+建物),慈光街91~120號,86.81,都市：其他:第二種住宅區,,,1091215,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0930410,187.19,4,3,3,有,無,11100000,59298,,0.0,0,,RPPPMLMLKIPFFCH58DA,171.39,0.0,15.8,無,
大溪區,土地,仁武段91~120地號,157.02,都市：其他:第二種住宅區,,,1091016,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16000000,101898,,0.0,0,未登記建物;,RPUOMLRJJHGGFCH28DA,0.0,0.0,0.0,無,
龍潭區,土地,健行段571~600地號,121.11,,一般農業區,甲種建築用地,1100110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6410000,52927,,0.0,0,,RPQOMLLKJHGGFCH37DA,0.0,0.0,0.0,無,
龍潭區,房地(土地+建物)+車位,三角林街1~30號,20.74,,一般農業區,甲種建築用地,1100117,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050825,110.78999999999999,2,2,1,有,有,4500000,40617,坡道平面,27.99,0,,RPWOMLTKJHGGFCH78DA,51.23,2.36,3.52,有,0039
大溪區,房地(土地+建物)+車位,仁善街181~210號,35.1,都市：其他:第二種住宅區,,,1091114,土地1建物1車位2,二層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070815,256.49,3,2,2,有,有,15130000,66078,坡道平面,72.92,3000000,預售屋、或土地及建物分次登記案件;,RPUPMLQLJHGGFCH48DA,109.91,2.89,11.66,有,
龍潭區,房地(土地+建物),休閒街62巷1~30號,125.09,,山坡地保育區,丙種建築用地,1091212,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0880120,191.97,6,2,4,有,有,6650000,34641,,0.0,0,未登記建物;,RPTNMLPLJHGGFCH08DA,171.4,0.0,18.19,無,
