"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物現況格局-隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積(平方公尺)","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號"
"大溪區","房地(土地+建物)","興昌路二段320巷1~30號","71.73","","特定農業區","甲種建築用地","1091210","土地2建物1車位0","全","四層","透天厝","見其他登記事項","鋼筋混凝土造","0950301","200.85","4","2","3","有","無","6000000","29873","","0.0","0","","RPPNMLLJKHGGFCH17DA","165.78","5.94","29.13","無",""
"龍潭區","房地(土地+建物)","東龍路341巷1~30號","17.77","都市：其他:住宅區","","","1091218","土地2建物1車位0","四層","十四層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1090323","124.05","3","2","2","有","有","8289000","66820","","0.0","0","","RPRNMLLJKHGGFCH37DA","75.19","0.0","5.5","有",""
"大溪區","土地","三層段三層小段1651~1680地號","38.5","","鄉村區","乙種建築用地","1100106","土地2建物0車位0","","","其他","","","","0.0","0","0","0","有","無","700000","18182","","0.0","0","未登記建物;","RPSNMLLJKHGGFCH47DA","0.0","0.0","0.0","無",""
"新屋區","土地","新屋段後湖小段1051~1080地號","1063.33","","特定農業區","農牧用地","1090731","土地3建物0車位0","","","其他","","","","0.0","0","0","0","有","無","1592200","1497","","0.0","0","","RPOOMLQLQHPFFDH76DA","0.0","0.0","0.0","無",""
"楊梅區","土地","富岡段1621~1650地號","666.67","","特定農業區","農牧用地","1100121","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","2300000","3450","","0.0","0","","RPURMLLLJHGGFDH28DA","0.0","0.0","0.0","無",""
"楊梅區","房地(土地+建物)","蘋果路108巷3弄31~60號","102.72","都市：其他:乙種工業區","","","1091024","土地2建物1車位0","全","三層","透天厝","見其他登記事項","鋼筋混凝土造","0960822","158.71","4","2","3","有","有","6600000","41585","","0.0","0","","RPRVMLLLJHGGFDH38DA","139.72","3.12","15.87","無",""
"楊梅區","房地(土地+建物)","梅獅路二段166巷1~30號","15.24","都市：其他:住宅區","","","1100103","土地1建物1車位0","八層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0960104","79.66","2","1","1","有","有","3500000","43937","","0.0","0","","RPQOMLKLJHGGFDH47DA","47.92","0.94","9.79","有","190.0"
"楊梅區","房地(土地+建物)","楊湖路一段676巷33弄241~270號","75.96","","特定農業區","丁種建築用地","1091227","土地1建物1車位0","全","三層","透天厝","見其他登記事項","鋼筋混凝土造","0811102","150.52","4","2","3","有","無","5000000","33218","","0.0","0","其他增建為防火巷頂樓加蓋;其他增建;","RPTOMLKLJHGGFDH77DA","130.0","11.04","9.48","無",""
"楊梅區","土地","東寧段271~300地號","70.42","","山坡地保育區","丙種建築用地","1100109","土地2建物0車位0","","","其他","","","","0.0","0","0","0","有","無","1020000","14485","","0.0","0","","RPTNMLPLJHGGFDH18DA","0.0","0.0","0.0","無",""
"楊梅區","房地(土地+建物)+車位","四維二路61~90號","15.45","都市：其他:住宅區","","","1090313","土地1建物1車位1","一層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091015","101.77","0","0","0","無","有","8670000","96846","坡道平面","25.67","1300000","","RPUTMLQLJHGGFDH98DA","45.95","0.0","5.99","有",""
"楊梅區","房地(土地+建物)+車位","四維二路31~60號","17.01","都市：其他:住宅區","","","1090526","土地1建物1車位1","三層","十四層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091015","111.74000000000001","2","2","1","有","有","4800000","40665","坡道平面","25.67","1300000","","RPOUMLQLJHGGFDH48DA","52.56","2.44","3.88","有",""
"楊梅區","房地(土地+建物)+車位","四維二路61~90號","25.19","都市：其他:住宅區","","","1090411","土地1建物1車位1","九層","十五層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091015","153.18","3","2","2","有","有","6810000","44389","坡道平面","25.67","1150000","","RPSUMLQLJHGGFDH88DA","78.61","2.88","5.76","有",""
"楊梅區","房地(土地+建物)+車位","四維二路31~60號","17.01","都市：其他:住宅區","","","1090314","土地1建物1車位1","十層","十四層","住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造","1091015","111.74000000000001","2","2","1","有","有","4760000","41943","坡道平面","25.67","1150000","","RPVUMLQLJHGGFDH56DA","52.56","2.44","3.88","有",""
